6,6,5,2,2,2,2,2,5,6,6
6,5,2,0,0,0,0,0,2,5,6
6,4,2,0,0,0,0,0,2,4,6
4,2,0,0,0,0,0,0,0,2,4
4,2,0,0,0,0,0,0,0,2,4
4,3,0,0,0,0,0,0,0,3,4
4,3,0,0,0,0,0,0,0,3,4
4,3,0,0,0,0,0,0,0,3,4
4,3,0,0,0,0,0,0,0,3,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,4,0,0,0,0,0,0,0,4,4
4,3,0,0,0,0,0,0,0,3,4
4,3,0,0,0,0,0,0,0,3,4
4,3,2,0,0,0,0,0,2,3,4
4,3,2,0,0,0,0,0,2,3,4
4,3,2,0,0,0,0,0,2,3,4
4,3,2,0,0,0,0,0,2,3,4
4,3,2,0,0,0,0,0,2,3,4
4,4,2,2,0,0,0,2,2,4,4
5,5,4,4,2,2,2,4,4,5,5
6,5,3,5,4,4,4,5,5,5,6
6,6,6,6,5,5,5,6,6,6,6
