51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,100,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,101,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51
